,LATITUDE,LONGITUDE,MEAN_TEMPERATURE,MIN_TEMPERATURE,MAX_TEMPERATURE,TOTAL_PRECIPITATION,DAYS_WITH_VALID_PRECIP,DAYS_WITH_PRECIP_GE_1MM,TOTAL_SNOWFALL,DAYS_WITH_VALID_SNOWFALL,DAYS_WITH_VALID_SUNSHINE,Ensemencee,Recoltee,Rendement,Production_boiseaux,Production_tonnes,Annee,Region
0,43.484333333333325,-79.78966666666668,8.154814255698572,-2.25,22.833333333333332,522.2666666666668,181.33333333333334,52.666666666666664,38.56666666666667,181.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2009,Halton
0,45.247,-79.3365,5.4910177975528365,-7.825,21.225,1199.65,359.0,149.5,158.55,181.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,Muskoka
0,45.032,-78.531,4.931935483870968,-9.0,20.5,1265.7,365.0,154.0,282.5,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,Haliburton
0,51.19983333333332,-91.59983333333334,1.676949411718872,-9.508333333333335,15.083333333333334,517.2166666666667,293.8333333333333,77.83333333333333,52.833333333333336,67.16666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2009,Kenora
0,45.247,-79.3365,7.5304588431590656,-4.875,23.875,848.8,312.0,118.0,124.5,190.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,Muskoka
0,45.032,-78.531,7.682565284178187,-5.5,24.0,1015.5,356.0,131.0,142.39999999999998,356.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,Haliburton
0,48.6314,-88.4538,3.6451754014620583,-8.155555555555557,18.0875,395.83,241.2,61.4,69.16,119.1,0.0,444.0,0.0,0.0,0.0,0.0,2011,Thunder Bay
0,43.02283333333333,-79.30566666666665,11.80693147589032,2.7199999999999998,23.54,496.3,176.33333333333334,61.0,60.85,116.83333333333333,0.0,790.0,0.0,0.0,0.0,0.0,2011,Niagara
0,43.47,-79.8395,9.29737639349269,-1.725,23.75,315.6,101.0,36.5,36.0,101.0,0.0,172.0,0.0,0.0,0.0,0.0,2011,Halton
0,45.247,-79.3365,6.248074712643678,-6.575,23.05,1200.25,359.5,203.5,130.7,177.5,0.0,140.0,0.0,0.0,0.0,0.0,2011,Muskoka
0,44.76233333333334,-77.77300000000001,6.269790694055399,-6.925000000000001,24.175,818.2999999999998,286.6666666666667,108.33333333333333,75.7,165.66666666666666,0.0,1974.0,0.0,0.0,0.0,0.0,2011,Hastings
0,42.031666666666666,-82.76233333333333,11.16908955819857,0.6166666666666667,24.983333333333334,705.7000000000002,185.0,69.66666666666667,67.23333333333333,174.33333333333334,0.0,165.0,0.0,0.0,0.0,0.0,2011,Essex
0,45.883,-82.567,3.633333333333333,-6.3,15.0,351.0,186.0,51.0,0.0,0.0,0.0,428.0,0.0,0.0,0.0,0.0,2011,Manitoulin
0,45.054,-76.784,5.747619047619048,-7.5,24.5,843.8,334.0,144.0,166.5,334.0,0.0,541.0,0.0,0.0,0.0,0.0,2011,Frontenac
0,51.57266666666667,-91.575,3.703853664565567,-11.183333333333332,22.650000000000002,277.23333333333335,228.0,44.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,2011,Kenora
0,45.592999999999996,-79.86366666666667,7.276799450549451,-2.4000000000000004,24.95,827.7333333333332,329.0,105.0,87.8,210.33333333333334,0.0,46.235023899683405,40.15146812340927,0.0,0.0,0.0,2012,Parry Sound
0,44.13066666666666,-79.28333333333335,8.02625887474423,-3.9,25.95,847.1,353.0,105.33333333333333,118.89999999999999,353.0,0.0,74.54218138928549,64.7339996275374,0.0,0.0,0.0,2012,York
0,51.07271428571429,-92.23800000000001,2.840399385560676,-9.628571428571428,20.349999999999998,385.45714285714286,186.14285714285714,54.857142857142854,30.41428571428571,78.71428571428571,0.0,355.7354755052342,327.6510958600841,0.0,0.0,0.0,2012,Kenora
0,48.87690909090909,-88.76709090909091,3.1282408651785736,-11.14,18.574999999999996,550.5909090909091,238.36363636363637,75.0,66.61818181818181,64.54545454545455,0.0,0.0,0.0,0.0,0.0,0.0,2013,Thunder Bay
0,46.296499999999995,-81.1405,9.303362068965516,-3.7500000000000004,20.1,268.5,228.0,36.0,57.5,105.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,Sudbury
0,45.15633333333333,-79.32533333333333,5.944419769761816,-9.133333333333333,23.733333333333334,1171.3,349.0,137.33333333333334,115.83333333333333,120.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,Muskoka
0,48.724,-92.56333333333333,2.086729611384784,-15.233333333333334,21.833333333333332,822.2999999999998,357.0,146.0,93.13333333333333,118.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2013,Rainy River
0,42.028333333333336,-82.83766666666666,11.67016511585477,-0.39999999999999997,25.066666666666666,554.3333333333334,173.66666666666666,53.0,14.200000000000001,69.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,Essex
0,45.032,-78.531,6.25,-8.75,23.0,1324.3,364.0,160.0,328.6,364.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,Haliburton
0,48.645333333333326,-88.56916666666666,-0.3492528193904724,-16.599999999999998,13.641666666666666,470.3666666666666,244.66666666666666,61.333333333333336,16.5,9.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2014,Thunder Bay
0,43.04916666666667,-79.25016666666666,10.58996112653774,-0.42000000000000004,24.389999999999997,518.6666666666666,214.16666666666666,68.0,102.83333333333333,156.5,0.0,0.0,0.0,0.0,0.0,0.0,2014,Niagara
0,45.15633333333333,-79.32533333333333,5.755096115024924,-9.666666666666666,19.583333333333332,1228.3666666666666,340.6666666666667,136.0,169.46666666666667,118.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2014,Muskoka
0,44.0645,-79.34450000000001,8.090940860215055,-4.575,23.65,807.55,354.5,112.0,174.25,354.5,0.0,0.0,0.0,0.0,0.0,0.0,2014,York
0,45.054,-76.784,-9.803571428571429,-26.5,6.0,108.4,64.0,25.0,73.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Frontenac
0,50.42157142857143,-92.87885714285714,4.036724270353303,-11.221428571428572,16.77857142857143,500.8285714285715,270.14285714285717,79.0,47.51428571428572,71.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,2014,Kenora
0,45.287,-75.064,12.87,-1.0,27.0,603.6,226.0,86.0,32.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Prescott And Russell
0,49.06928571428572,-88.31385714285715,0.18268197055341417,-14.564285714285715,15.65,491.7857142857143,235.14285714285714,65.0,11.571428571428571,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Thunder Bay
0,46.8852,-82.2,0.5476666666666665,-12.41,15.66,390.98,159.0,54.4,108.14000000000001,158.8,0.0,0.0,0.0,0.0,0.0,0.0,2015,Sudbury
0,45.15366666666667,-79.32433333333334,5.440705619412516,-9.175,22.275,777.7000000000002,259.3333333333333,98.66666666666667,185.73333333333335,142.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Muskoka
0,44.76233333333334,-77.77300000000001,5.628431034482759,-8.3,21.55,633.8333333333334,257.6666666666667,83.66666666666667,49.63333333333333,137.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2015,Hastings
0,43.7975,-79.85849999999999,7.574857844695163,-4.9,22.95,720.0999999999999,356.5,101.5,107.55000000000001,358.5,0.0,0.0,0.0,0.0,0.0,0.0,2015,Peel
0,44.064,-79.344,12.576204789833824,-1.2000000000000002,26.925,580.95,280.5,82.0,49.050000000000004,281.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,York
0,49.08228571428572,-88.30714285714285,4.204864891182096,-10.3,19.333333333333332,627.9857142857143,290.85714285714283,90.57142857142857,64.18571428571428,102.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,2016,Thunder Bay
0,43.0518,-79.3166,10.033576600588592,-3.0300000000000002,25.080000000000002,543.8399999999999,290.6,81.4,35.72,149.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,Niagara
0,42.858,-80.7315,4.82268817204301,-12.0,23.0,623.8,260.5,85.5,87.0,260.5,0.0,0.0,0.0,0.0,0.0,2.59106751796675,2016,Oxford
0,45.722,-79.7825,7.4324249165739715,-7.550000000000001,22.4,806.0999999999999,324.0,101.0,84.1,141.5,0.0,0.0,0.0,0.0,0.0,0.0,2016,Parry Sound
0,45.15899999999999,-79.241,6.480748980348535,-9.9,25.025,769.8000000000001,222.0,81.0,153.53333333333333,104.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2016,Muskoka
0,49.8246,-81.29220000000001,3.5166432637571163,-7.9399999999999995,21.3,683.3,261.2,99.8,41.12,74.4,0.0,0.0,0.0,0.0,0.0,0.0,2016,Cochrane
0,44.76233333333334,-77.77300000000001,5.3023538058159865,-8.875,22.875,811.6333333333332,299.3333333333333,97.0,89.10000000000001,179.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,Hastings
0,43.677,-79.631,9.303870967741936,-2.45,25.55,630.6,364.0,100.0,107.1,366.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,Peel
0,44.064,-79.344,8.171560708479507,-4.35,25.525,687.9,350.0,100.0,168.5,351.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,York
0,42.032000000000004,-82.79675,10.752462501908438,-2.35,24.0875,553.6500000000001,212.0,61.75,24.5,120.75,0.0,0.0,0.0,0.0,0.0,0.0,2016,Essex
0,45.032,-76.253,6.290967741935484,-6.0,23.75,800.2,366.0,114.0,238.8,366.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,Lanark
0,45.73533333333334,-82.49966666666666,7.832657361795293,-4.983333333333333,19.866666666666664,487.5333333333333,241.66666666666666,77.66666666666667,107.0,120.33333333333333,0.0,660.0,0.0,0.0,0.0,0.0,2016,Manitoulin
0,45.054,-76.784,5.79010752688172,-6.75,23.5,934.6,362.0,130.0,294.2,362.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,Frontenac
0,50.71,-91.95190000000001,3.257499100194803,-9.459999999999999,21.025,538.05,257.1,76.1,30.589999999999996,67.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,Kenora
0,45.287,-75.064,5.654301075268817,-6.5,24.0,1030.2,353.0,145.0,241.0,353.0,0.0,400.0,0.0,0.0,0.0,0.0,2016,Prescott And Russell
0,48.99875,-88.4285,4.4669796593575395,-7.085714285714286,18.478571428571428,633.85,266.125,92.375,63.224999999999994,110.25,0.0,0.0,0.0,0.0,0.0,0.0,2017,Thunder Bay
0,42.95875,-79.1995,10.820042406816599,-0.8833333333333333,26.05,512.375,174.25,59.25,36.8,99.5,0.0,0.0,0.0,0.0,0.0,0.0,2017,Niagara
0,46.6515,-81.91325,7.312609827105564,-2.85,21.1,546.6500000000001,182.0,64.75,116.4,182.0,0.0,2960.0,2810.0,0.0,0.0,0.0,2017,Sudbury
0,43.406499999999994,-79.745,10.793172043010753,1.25,25.2,457.7,182.5,62.5,41.4,182.5,0.0,0.0,0.0,0.0,0.0,0.0,2017,Halton
0,42.855,-80.722,,,,975.2,350.0,130.0,95.0,350.0,0.0,0.0,0.0,0.0,0.0,2.685553602089181,2017,Oxford
0,45.722,-79.7825,8.728908045977011,-2.15,25.25,832.8,290.0,96.0,31.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Parry Sound
0,44.171,-78.501,,,,1143.4,365.0,145.0,153.8,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Peterborough
0,45.061499999999995,-79.2265,8.18,-4.7,25.65,833.15,228.5,101.5,116.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Muskoka
0,49.81166666666667,-81.77083333333333,3.632204405189878,-10.933333333333335,21.525000000000002,640.2166666666666,279.0,99.66666666666667,52.4,62.5,0.0,0.0,0.0,0.0,0.0,0.0,2017,Cochrane
0,43.923,-78.883,9.746236559139785,-2.3,22.0,762.4,299.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Durham
0,43.677,-79.631,10.998655913978494,0.55,26.6,846.0,364.0,116.0,80.1,363.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Peel
0,44.064,-79.344,10.268844086021506,-1.775,25.925,976.55,357.0,120.5,130.25,357.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,York
0,41.995999999999995,-82.5965,11.80924074074074,0.07499999999999996,24.2,397.0,141.0,39.5,24.5,141.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Essex
0,45.108999999999995,-76.18299999999999,9.733763440860216,-3.125,26.25,1321.6,363.5,139.0,181.9,363.5,0.0,1410.0,1270.0,0.0,0.0,0.0,2017,Lanark
0,45.73533333333334,-82.49966666666666,7.8968412090251165,-2.25,19.833333333333332,793.0666666666666,237.0,92.33333333333333,71.66666666666667,119.0,0.0,280.0,270.0,0.0,0.0,0.0,2017,Manitoulin
0,45.054,-76.784,9.29795698924731,-3.25,25.0,1438.8,362.0,163.0,222.2,362.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Frontenac
0,50.471199999999996,-92.15330000000002,5.083669918680277,-7.950000000000001,19.57,321.02,178.7,43.0,36.61,61.8,0.0,0.0,0.0,0.0,0.0,0.0,2017,Kenora
0,45.287,-75.064,8.976662561576354,-3.0,23.75,1416.5,352.0,147.0,220.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Prescott And Russell
0,44.403,-76.908,10.39671658986175,-3.5,26.25,1251.8,356.0,142.0,124.4,356.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Lennox And Addington
0,47.845,-84.8,3.8375,-6.6,20.0,649.15,168.5,70.5,0.0,0.0,0.0,2960.0,2810.0,0.0,0.0,0.0,2017,Algoma
0,49.050200000000004,-88.72200000000001,-2.748431129321934,-18.46666666666667,12.100000000000001,364.8,189.9,46.8,32.46,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Thunder Bay
0,46.6515,-81.91325,2.3158231368186875,-9.683333333333332,20.65,406.20000000000005,180.75,55.75,151.375,180.75,0.0,0.0,0.0,0.0,0.0,0.0,2018,Sudbury
0,43.484333333333325,-79.78966666666668,6.965092592592593,-3.5500000000000003,24.516666666666666,509.1000000000001,193.66666666666666,61.0,48.6,193.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2018,Halton
0,42.855,-80.722,,,,1040.9,351.0,124.0,113.0,351.0,0.0,0.0,0.0,0.0,0.0,2.728632676351747,2018,Oxford
0,45.492333333333335,-79.97733333333333,7.800146356033453,-2.5250000000000004,23.700000000000003,483.0,217.0,57.666666666666664,21.0,93.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2018,Parry Sound
0,45.057500000000005,-79.35300000000001,2.9037719298245612,-10.65,22.175,869.8,325.0,107.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Muskoka
0,49.870000000000005,-82.053,-1.9003806698801136,-16.883333333333333,17.933333333333334,425.1666666666667,245.33333333333334,64.33333333333333,5.666666666666667,18.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,2018,Cochrane
0,43.99633333333333,-79.35233333333333,3.9535880696364565,-7.95,19.733333333333334,556.9333333333333,232.33333333333334,74.33333333333333,92.36666666666667,232.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2018,York
0,45.032,-76.253,5.030806451612904,-7.25,23.0,978.2,365.0,127.0,193.2,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Lanark
0,51.06114285714286,-91.47914285714283,-3.1756712554894713,-18.995833333333334,14.542857142857141,294.2857142857143,199.14285714285714,42.714285714285715,13.450000000000001,25.785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,2018,Kenora
0,48.770714285714284,-88.12092857142856,2.2010926393663066,-11.38076923076923,16.457692307692305,466.91428571428577,221.5,63.714285714285715,40.82857142857142,60.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,2019,Thunder Bay
0,43.00566666666666,-79.32766666666667,8.579754047707329,-1.5,23.21666666666667,609.0,240.0,75.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Niagara
0,46.653000000000006,-81.91275,4.45041295884316,-7.550000000000001,18.400000000000002,533.775,180.0,64.0,75.7,90.25,0.0,0.0,0.0,0.0,0.0,0.0,2019,Sudbury
0,43.576499999999996,-79.78450000000001,8.092555178268253,-3.625,23.875,776.45,292.0,109.0,120.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Halton
0,45.26733333333334,-79.96633333333334,6.046752713128548,-3.85,19.0,491.1666666666667,152.33333333333334,65.0,122.13333333333333,114.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2019,Parry Sound
0,44.975,-79.303,5.596774193548387,-7.3,21.15,933.6,357.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Muskoka
0,50.26333333333333,-81.6475,1.7961956464164233,-12.166666666666666,18.425,315.3833333333333,202.0,59.833333333333336,42.1,44.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,2019,Cochrane
0,43.677,-79.631,8.487741935483871,-2.2,24.200000000000003,949.0,365.0,108.0,163.5,364.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Peel
0,44.062,-79.265,7.7701992955135335,-4.375,23.025,452.4,182.0,68.5,100.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,York
0,42.031666666666666,-82.76233333333333,10.521262626262626,-1.2666666666666666,24.066666666666666,836.5,301.0,94.0,37.13333333333333,221.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Essex
0,45.186,-76.113,7.252314814814815,-5.25,21.0,925.2,352.0,111.0,169.8,352.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Lanark
0,51.05614285714286,-91.26485714285717,-0.7200979714590071,-15.62857142857143,15.071428571428571,384.8714285714286,245.28571428571428,50.57142857142857,20.88571428571429,51.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,2019,Kenora
0,44.403,-76.908,7.7566740823136815,-4.75,22.75,1076.3,357.0,138.0,172.8,357.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Lennox And Addington
0,43.3,-79.8,9.3102688172043,-1.25,24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020,Halton
0,44.975,-79.303,4.799022988505747,-10.0,22.4,896.3,307.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020,Muskoka
0,43.677,-79.631,8.060322580645161,-5.1,24.5,760.8,366.0,116.0,150.6,355.0,0.0,0.0,0.0,0.0,0.0,,2020,Peel
0,44.062,-79.265,7.233897849462366,-6.4,23.775,417.65000000000003,183.0,63.5,100.5,183.0,0.0,0.0,0.0,0.0,0.0,,2020,York
0,42.028333333333336,-82.83766666666666,9.249760801243005,-3.85,23.916666666666668,815.0666666666667,324.6666666666667,98.0,29.866666666666664,121.0,0.0,0.0,0.0,0.0,0.0,,2020,Essex
0,50.942899999999995,-92.09190000000001,-0.38527753058954395,-15.55,16.81,401.18,284.7,59.3,14.14,35.0,0.0,0.0,0.0,0.0,0.0,,2020,Kenora
0,49.105,-88.21442857142858,5.1176687890273485,-10.81153846153846,18.892307692307693,404.18571428571425,258.07142857142856,58.357142857142854,27.692857142857147,50.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,2021,Thunder Bay
0,46.08,-81.754,8.187016129032259,-5.675000000000001,20.4,427.5,178.0,52.5,73.4,178.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Sudbury
0,43.484333333333325,-79.78966666666668,10.181086789554533,-1.7833333333333332,23.849999999999998,436.1333333333334,200.0,57.666666666666664,37.6,195.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2021,Halton
0,45.26733333333334,-79.96633333333334,6.9475,-4.949999999999999,19.7,347.03333333333336,134.66666666666666,48.666666666666664,29.46666666666667,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Parry Sound
0,45.057500000000005,-79.35300000000001,8.261666666666667,-6.675,24.375,931.55,361.5,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Muskoka
0,44.265,-79.24000000000001,9.73997311827957,-5.0,25.375,881.25,363.5,112.5,141.7,363.5,0.0,0.0,0.0,0.0,0.0,0.0,2021,York
0,45.054,-76.784,9.797828784119108,-4.5,23.5,901.4,352.0,120.0,168.8,352.0,0.0,27.592198137697544,23.281721948861957,0.0,0.7967411385935225,0.0161818125248344,2021,Frontenac
0,51.0153076923077,-91.31923076923077,4.776082416224241,-10.273076923076925,20.084615384615383,456.91538461538465,311.3076923076923,63.69230769230769,17.43846153846154,55.76923076923077,0.0,0.0,0.0,0.0,0.0,0.0,2021,Kenora
0,48.95855555555555,-87.80755555555555,3.734273856126261,-7.80625,18.7875,500.1333333333333,227.66666666666666,69.66666666666667,39.577777777777776,39.888888888888886,0.0,0.0,0.0,0.0,0.0,0.0,2022,Thunder Bay
0,45.344,-80.044,6.969999999999999,-2.35,23.75,939.4,359.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Parry Sound
0,45.14,-79.403,5.652258064516129,-6.15,22.8,1032.1,355.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Muskoka
0,44.267,-79.319,7.715322580645161,-5.0,23.75,821.8,359.0,118.0,199.6,359.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,York
0,42.073,-82.884,9.18063940092166,-2.875,25.0,496.75,340.5,81.0,60.0,340.5,0.0,0.0,0.0,0.0,0.0,0.0,2022,Essex
0,45.032,-78.531,5.518494623655913,-7.5,21.75,1067.9,365.0,141.0,316.4,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Haliburton
0,50.973000000000006,-91.19541666666667,1.8469372952693768,-11.625,19.5,658.3916666666667,348.8333333333333,96.58333333333333,47.291666666666664,60.583333333333336,0.0,0.0,0.0,0.0,0.0,0.0,2022,Kenora
0,45.661500000000004,-82.46600000000001,5.576735364396654,-6.075,19.55,655.55,179.0,77.5,178.5,179.0,0.0,827.3860582146738,644.4901927145879,16.173163751855107,10.423445423237686,0.1607514484938417,2013,Manitoulin
0,45.592999999999996,-79.86366666666667,0.6238726790450926,-13.775,15.3,832.9333333333334,237.66666666666666,94.66666666666667,90.46666666666665,117.0,0.0,1350.9059965962558,1041.0651716888578,18.49689804879611,19.256476342881214,0.2969753607674226,2013,Parry Sound
0,48.7055,-93.031,4.076840934371524,-10.45,21.525,873.3,356.5,108.5,97.0,177.5,0.0,2190.0,2200.0,20.76818181818182,45.69,0.7046358841491626,2019,Rainy River
0,51.02625,-91.02875,3.802137096774193,-9.175,20.9375,529.5,361.75,79.75,73.15,93.25,0.0,302.0,300.0,23.0,6.9,0.1064125104099195,2006,Kenora
0,43.9585,-78.17500000000001,2.9688101386933416,-10.1,18.55,486.25,196.0,63.5,19.0,92.5,0.0,3010.0,2410.0,24.54356846473029,59.150000000000006,0.9122173899632956,2020,Northumberland
0,46.3545,-81.27550000000001,3.7672623224013657,-9.0125,17.625,718.6,269.5,90.0,108.67500000000001,171.75,0.0,1290.0,1150.0,25.70434782608696,29.56,0.4558773634372783,2020,Sudbury
0,43.484333333333325,-79.78966666666668,8.228611111111112,-2.0833333333333335,24.516666666666666,150.4,183.66666666666666,22.333333333333332,24.333333333333332,161.33333333333334,0.0,37.42661201765639,30.93456529686527,26.034127665653063,0.8053544222200713,0.0163567483152896,2022,Halton
0,44.7585,-75.858,8.326522988505747,-5.375,24.375,960.3499999999999,313.5,113.0,71.2,172.0,0.0,999.8705780845556,662.2519413287316,28.73288161390066,19.02840662877433,0.2934580461548738,2013,Leeds And Grenville
0,43.421,-80.41166666666668,8.13494623655914,-6.6,26.025,910.0,278.3333333333333,119.66666666666667,184.23333333333335,160.33333333333334,0.0,1200.0,1100.0,29.0,31.899999999999995,0.4919650843589032,2008,Waterloo
0,45.758,-82.7585,6.782925472747498,-4.0249999999999995,17.35,440.5,181.5,50.0,0.0,0.0,0.0,620.0,550.0,29.072727272727278,15.99,0.2465994262977699,2020,Manitoulin
0,43.402,-80.4285,8.867990074441689,-4.75,25.5,493.25,250.0,82.5,78.7,250.0,0.0,1536.090961817303,995.9626228451748,29.31462835928449,29.19627414844453,0.4502679459061184,2012,Waterloo
0,46.351,-82.561,4.7064814814814815,-6.75,19.0,1013.8,363.0,120.0,174.8,360.0,0.0,1014.0,631.2948607522252,31.012253697001317,19.577876379261124,0.3019320252191654,2011,Algoma
0,43.95,-78.167,8.876451612903226,-2.4000000000000004,21.6,766.5,362.0,109.0,0.0,0.0,0.0,15.994021618246151,10.774612619305843,31.024343490187285,0.334275282875051,0.0067891309951922,2021,Northumberland
0,45.251,-74.963,5.828978494623656,-8.25,24.450000000000003,574.6,184.0,57.0,0.0,0.0,0.0,2220.0,1960.0,31.025510204081638,60.81,0.937818080873508,2020,"Stormont, Dundas And Glengarry"
0,44.403,-76.908,8.408333333333333,-7.75,22.75,1071.6,359.0,130.0,207.8,359.0,0.0,327.50667319815534,270.95299116415725,31.22087294502605,8.459388911210919,0.1718101887866937,2022,Lennox And Addington
0,51.02625,-91.02875,5.081612903225806,-7.15,23.1625,732.4,356.25,108.75,100.3,91.25,0.0,200.0,200.0,33.06367750474413,6.61,0.1019401005521112,2005,Kenora
0,47.39166666666667,-84.70333333333333,6.205402230187176,-8.933333333333332,20.733333333333334,642.3666666666667,241.66666666666666,84.0,102.33333333333333,121.33333333333333,0.0,3498.281131886825,3366.514441207732,34.49363203105636,116.12331036225682,2.358464433457436,2021,Algoma
